,Wind_m/s,Precipitation_mm,Target: Max_temp
0,0.8153651226419737,3.0942775403682563,0.8053993336812976
1,1.2276352200001368,-0.41058793905174995,0.8053993336812976
2,1.124567695660596,-0.41058793905174995,1.0051526268632731
3,0.40309502528381114,-0.41058793905174995,1.3047825666362363
4,-0.16377635858366232,-0.41058793905174995,1.3047825666362363
5,0.5576963117931221,-0.41058793905174995,1.1050292734542608
6,0.09389245226518934,-0.41058793905174995,1.5045358598182117
7,1.124567695660596,-0.41058793905174995,1.3047825666362363
8,-1.194451601979069,-0.41058793905174995,1.9040424461821626
9,0.9699664091512851,4.846710280078259,1.4526000035908981
10,-0.421445169432514,-0.3104489253540355,1.51851859034095
11,-1.194451601979069,-0.03506663768532074,0.7834264714312804
12,1.2791689821699068,-0.16024040480746382,0.7764351061699112
13,-1.503654174997691,-0.41058793905174995,0.7884203037608295
14,0.351561263114041,0.19024614313453678,0.8483462917154223
15,-0.5760464559418251,-0.41058793905174995,1.2069034529770681
16,-1.5551879371674613,-0.41058793905174995,1.420639476681782
17,-1.658255461507002,-0.41058793905174995,1.6084075722728388
18,-1.1429178398092987,-0.41058793905174995,1.788185536136617
19,-1.503654174997691,-0.41058793905174995,1.6323779674546761
20,-0.26684388292320305,-0.41058793905174995,1.7252632487842945
21,-1.3490528884883801,0.8411497321696808,1.6933027218751784
22,-1.039850315469758,-0.26037941850517826,1.3916752491703956
23,-0.730647742451136,1.6672965951758252,0.5157570585674334
24,2.0006416525466917,2.818895252699541,0.3759297533400503
25,0.7122975983024334,-0.41058793905174995,0.3759297533400503
26,1.330702744339677,-0.16024040480746382,0.6156337051584211
27,1.1761014578303661,-0.36051843220289276,0.9452266389086802
28,-0.6275802181115955,-0.41058793905174995,1.0950416087951618
29,0.09389245226518934,-0.41058793905174995,1.3047825666362363
30,-0.3699114072627438,-0.41058793905174995,1.4745728658409152
31,-0.31837764509297345,-0.41058793905174995,1.7742028056138788
32,0.5061625496233519,-0.41058793905174995,1.76421514095478
33,-1.2459853641488392,-0.41058793905174995,1.9839437634549524
34,-1.2459853641488392,0.2903851568322512,1.6843138236819892
35,1.0730339334908254,-0.41058793905174995,1.5744495124319033
36,1.74297284169784,-0.3104489253540355,0.6755596931130134
37,0.14542621443495948,0.6408717047742519,1.224881249363446
38,-0.7821815046209064,-0.41058793905174995,1.2348689140225448
39,0.04235869009541874,-0.41058793905174995,1.9140301108412614
40,0.40309502528381114,-0.41058793905174995,1.7342521469774832
41,0.7638313604722036,-0.41058793905174995,0.655584363794816
42,2.103709176886232,-0.2854141719296069,0.9452266389086802
43,1.8460403660373803,-0.41058793905174995,0.825374662999495
44,-0.5760464559418251,-0.41058793905174995,1.045103285499668
45,-0.6791139802813656,-0.41058793905174995,1.1050292734542608
46,-0.8852490289604471,-0.41058793905174995,1.3846838839090265
47,-1.0913840776395285,-0.41058793905174995,1.5944248417501004
48,-0.3699114072627438,-0.41058793905174995,1.5744495124319033
49,1.74297284169784,-0.33548367877846413,0.39590508265824775
50,1.3822365065094475,1.542122828053682,0.645596699135717
51,0.8153651226419737,-0.41058793905174995,0.5557077172038283
52,-0.9367827911302172,-0.41058793905174995,0.6755596931130134
53,-0.5245126937720547,-0.41058793905174995,0.9352389742495817
54,-0.8337152667906768,-0.3855531856273213,1.2548442433407423
55,-1.194451601979069,-0.41058793905174995,1.3247578959544337
56,-0.9883165532999877,-0.41058793905174995,1.5245111891364094
57,-0.06070883424412156,-0.41058793905174995,0.835362327658594
58,-0.421445169432514,-0.41058793905174995,0.8753129862949889
59,-0.7821815046209064,-0.41058793905174995,1.1050292734542608
60,-0.5245126937720547,-0.41058793905174995,1.1549675967497546
61,-0.31837764509297345,-0.41058793905174995,1.404659213227224
62,-0.3699114072627438,0.31541991025667987,0.5257447232265319
63,0.14542621443495948,2.3182001842109687,0.32599143004455644
64,0.14542621443495948,0.1401766362856796,0.19615178947627232
65,1.124567695660596,0.0650723760123937,0.46581873527193945
66,0.7122975983024334,-0.41058793905174995,0.5257447232265319
67,1.124567695660596,0.11514188286125097,0.25607777743086513
68,1.4853040308489884,-0.41058793905174995,0.4458434059537416
69,-0.7821815046209064,-0.41058793905174995,0.7554610103858037
70,-0.06070883424412156,-0.16024040480746382,0.9052759802722853
71,0.45462878745358176,-0.41058793905174995,0.9152636449313842
72,-0.00917507207435141,0.44059367737882293,0.3160037653854579
73,1.0730339334908254,0.040037622587965116,0.5057693939083344
74,1.0730339334908254,-0.41058793905174995,0.5756830465220257
75,2.7221143229234763,-0.21030991165632104,0.03634915493069219
76,1.8975741282071505,-0.2854141719296069,0.21612711879447016
77,-0.4729789316022843,0.040037622587965116,-0.03356449768299914
78,1.8975741282071505,2.493443458181969,0.03634915493069219
79,-0.5760464559418251,-0.21030991165632104,-0.2133424615467771
