,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Wind_m/s5,Precipitation_mm5,Wind_m/s6,Precipitation_mm6,Wind_m/s7,Precipitation_mm7,Target: Mean_temp
0,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.074230916929415,-0.42524198872750923,1.1765448735835349,-0.42524198872750923,0.7672890469670557,2.919261505188608,1.182758897890986
1,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.074230916929415,-0.42524198872750923,1.1765448735835349,-0.42524198872750923,1.6218405307568537
2,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.074230916929415,-0.42524198872750923,1.4923114490614229
3,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.3852853010503674
4,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.8578384895702439
5,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,0.6942805813277084
6,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.7447749691072829
7,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.7321513721623893
8,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.0521321121133906
9,-1.5859319560776974,-0.42524198872750923,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,1.332046653065381
